Banele Olyn | operation insert count 0 | operation find count = 3
Isabella Booi | operation insert count 12 | operation find count = 19
Omaatla Ndou | operation insert count 11 | operation find count = 23
Kungawo Mokoena | operation insert count 9 | operation find count = 21
Remofilwe Mathebula | operation insert count 11 | operation find count = 21
Katleho Molefe | operation insert count 11 | operation find count = 21
Kamohelo Beukes | operation insert count 12 | operation find count = 19
Siphesihle Mathebula | operation insert count 9 | operation find count = 19
Luthando Booi | operation insert count 12 | operation find count = 21
Enzokuhle Van | operation insert count 11 | operation find count = 23
Bokamoso Klaas | operation insert count 12 | operation find count = 13
Philasande Mosia | operation insert count 10 | operation find count = 23
Reneilwe Mkhize | operation insert count 10 | operation find count = 17
Lesedi Louw | operation insert count 12 | operation find count = 23
Omaatla Malatji | operation insert count 9 | operation find count = 19
Kamohelo Mkhize | operation insert count 10 | operation find count = 19
Junior Radebe | operation insert count 12 | operation find count = 17
Omaatla Adams | operation insert count 11 | operation find count = 23
Alunamda Booi | operation insert count 12 | operation find count = 17
Bonolo Maseko | operation insert count 10 | operation find count = 19
Onthatile Mnisi | operation insert count 9 | operation find count = 21
Omolemo Mofokeng | operation insert count 11 | operation find count = 23
Oratilwe Khumalo | operation insert count 11 | operation find count = 19
Oratile Davids | operation insert count 11 | operation find count = 17
Omaatla Hendricks | operation insert count 9 | operation find count = 21
Lethabo Cloete | operation insert count 11 | operation find count = 21
Lesedi Maluleke | operation insert count 11 | operation find count = 15
Okuhle Maseko | operation insert count 10 | operation find count = 17
Bokamoso Davids | operation insert count 11 | operation find count = 15
Alunamda Jacobs | operation insert count 11 | operation find count = 21
Lesedi Mthembu | operation insert count 10 | operation find count = 23
Alunamda Witbooi | operation insert count 9 | operation find count = 15
Melokuhle Klaas | operation insert count 10 | operation find count = 21
Bokamoso Motaung | operation insert count 10 | operation find count = 23
Emihle Modise | operation insert count 8 | operation find count = 13
Mpho Mthembu | operation insert count 11 | operation find count = 23
Rethabile Molefe | operation insert count 11 | operation find count = 17
Faith Nkosi | operation insert count 11 | operation find count = 21
Joshua Cloete | operation insert count 11 | operation find count = 23
Likuwe Petersen | operation insert count 12 | operation find count = 17
Olothando Tsotetsi | operation insert count 11 | operation find count = 23
Siphosethu Modise | operation insert count 10 | operation find count = 21
Omphile Smith | operation insert count 11 | operation find count = 21
Rorisang Mokoena | operation insert count 9 | operation find count = 19
Katleho Dlamini | operation insert count 10 | operation find count = 21
Tshegofatso Chauke | operation insert count 8 | operation find count = 17
Iminathi Madikizela | operation insert count 10 | operation find count = 19
Phenyo Molefe | operation insert count 10 | operation find count = 19
Karabo Tshabalala | operation insert count 9 | operation find count = 19
Okuhle Visagie | operation insert count 12 | operation find count = 19
Ava Van | operation insert count 9 | operation find count = 19
Alunamda Khoza | operation insert count 9 | operation find count = 19
Reneilwe Booysen | operation insert count 10 | operation find count = 19
Asemahle Ndlovu | operation insert count 9 | operation find count = 23
Katleho Davids | operation insert count 11 | operation find count = 21
Letlotlo Khoza | operation insert count 12 | operation find count = 25
Melokuhle Ndlovu | operation insert count 10 | operation find count = 21
Elijah Booysen | operation insert count 11 | operation find count = 21
Lebogang Cloete | operation insert count 11 | operation find count = 21
Aphelele Madikizela | operation insert count 10 | operation find count = 15
Reneilwe Mosia | operation insert count 10 | operation find count = 23
Relebohile Moloi | operation insert count 11 | operation find count = 21
Luphawu Nkuna | operation insert count 11 | operation find count = 21
Bokamoso Smith | operation insert count 11 | operation find count = 19
Noah Beukes | operation insert count 11 | operation find count = 23
Oratile Klaas | operation insert count 8 | operation find count = 21
Tshegofatso Witbooi | operation insert count 10 | operation find count = 21
Siyabonga Gumede | operation insert count 11 | operation find count = 19
Lwandle Shabangu | operation insert count 11 | operation find count = 21
Phenyo Mnisi | operation insert count 9 | operation find count = 17
Oratile Mathebula | operation insert count 11 | operation find count = 25
Noah Mathebula | operation insert count 11 | operation find count = 25
Lethokuhle Booysen | operation insert count 9 | operation find count = 15
Melokuhle Maseko | operation insert count 11 | operation find count = 19
Junior Motaung | operation insert count 11 | operation find count = 23
Letlotlo Mkhize | operation insert count 9 | operation find count = 19
Likuwe Ngwenya | operation insert count 11 | operation find count = 21
Luke Jacobs | operation insert count 12 | operation find count = 23
Emihle Madikizela | operation insert count 11 | operation find count = 21
Lesedi Klaas | operation insert count 10 | operation find count = 23
Melokuhle Klaas | operation insert count 10 | operation find count = 21
Karabo Beukes | operation insert count 11 | operation find count = 21
Iminathi Cloete | operation insert count 11 | operation find count = 23
Jayden Jack | operation insert count 2 | operation find count = 7
Katleho Mosia | operation insert count 9 | operation find count = 19
Jayden Tsotetsi | operation insert count 11 | operation find count = 23
Bonolo Louw | operation insert count 4 | operation find count = 17
Aphelele Gumede | operation insert count 11 | operation find count = 23
Olerato Peter | operation insert count 11 | operation find count = 17
Katlego Chauke | operation insert count 7 | operation find count = 21
Liam Booysen | operation insert count 10 | operation find count = 17
Lesedi Maluleke | operation insert count 11 | operation find count = 15
Liam Booysen | operation insert count 10 | operation find count = 19
Leano Mogale | operation insert count 11 | operation find count = 21
Ava Daniels | operation insert count 11 | operation find count = 23
Liam Buthelezi | operation insert count 10 | operation find count = 23
Amogelang Petersen | operation insert count 10 | operation find count = 15
Remofilwe Abrahams | operation insert count 10 | operation find count = 21
Lubanzi Maseko | operation insert count 11 | operation find count = 21
Ayabonga Chauke | operation insert count 11 | operation find count = 21
Lwandle Ndlovu | operation insert count 11 | operation find count = 23
Karabo Ndlovu | operation insert count 10 | operation find count = 25
Sphesihle Mathebula | operation insert count 11 | operation find count = 21
Karabo Nhlapo | operation insert count 10 | operation find count = 19
Naledi Klaas | operation insert count 11 | operation find count = 23
Faith Jack | operation insert count 8 | operation find count = 19
Banele Adams | operation insert count 11 | operation find count = 17
Omphile Moeng | operation insert count 11 | operation find count = 21
Omaatla Dlamini | operation insert count 11 | operation find count = 23
Bonolo Maseko | operation insert count 10 | operation find count = 19
Katleho Dlamini | operation insert count 8 | operation find count = 17
Melokuhle Mofokeng | operation insert count 11 | operation find count = 19
Kamogelo Ngwenya | operation insert count 12 | operation find count = 21
Enzokuhle Moeng | operation insert count 10 | operation find count = 21
Enzokuhle Ngobeni | operation insert count 11 | operation find count = 21
Onthatile Beukes | operation insert count 11 | operation find count = 23
Alwande Mathebula | operation insert count 9 | operation find count = 19
Khayone Mokoena | operation insert count 10 | operation find count = 19
Luphawu Visagie | operation insert count 9 | operation find count = 19
Junior Maseko | operation insert count 10 | operation find count = 21
Khayone Davids | operation insert count 11 | operation find count = 19
Alwande Tshabalala | operation insert count 11 | operation find count = 21
Bokamoso Cloete | operation insert count 11 | operation find count = 23
Lethabo Ngcobo | operation insert count 11 | operation find count = 15
Likuwe Madikizela | operation insert count 11 | operation find count = 19
Siphosethu Mogale | operation insert count 11 | operation find count = 19
Asemahle Khumalo | operation insert count 11 | operation find count = 21
Siphosethu Louw | operation insert count 11 | operation find count = 21
Faith Hendricks | operation insert count 12 | operation find count = 21
Lethokuhle Moloi | operation insert count 11 | operation find count = 21
Elijah Hendricks | operation insert count 10 | operation find count = 21
Omphile Buthelezi | operation insert count 11 | operation find count = 23
Elijah Tshabalala | operation insert count 11 | operation find count = 21
Reatlegile Olyn | operation insert count 10 | operation find count = 21
Remofilwe Adams | operation insert count 11 | operation find count = 21
Kungawo Mahlangu | operation insert count 10 | operation find count = 17
Karabo Shabangu | operation insert count 13 | operation find count = 19
Esihle Moeng | operation insert count 11 | operation find count = 17
Kungawo Gumede | operation insert count 9 | operation find count = 21
Alwande Jack | operation insert count 12 | operation find count = 23
Faith Jack | operation insert count 8 | operation find count = 21
Amogelang Beukes | operation insert count 12 | operation find count = 21
Lethabo Mathebula | operation insert count 9 | operation find count = 21
Bokang Mofokeng | operation insert count 11 | operation find count = 19
Ayabonga Williams | operation insert count 11 | operation find count = 19
Bokang Ndlovu | operation insert count 9 | operation find count = 21
Luke Khumalo | operation insert count 12 | operation find count = 21
Bayanda Jacobs | operation insert count 11 | operation find count = 21
Enzokuhle Ndou | operation insert count 10 | operation find count = 21
Esihle Madikizela | operation insert count 11 | operation find count = 17
Reatlegile Maluleke | operation insert count 11 | operation find count = 19
Katleho Shabangu | operation insert count 13 | operation find count = 21
Bandile Mahlangu | operation insert count 10 | operation find count = 21
Amahle Mokoena | operation insert count 10 | operation find count = 19
Enzokuhle Abrahams | operation insert count 11 | operation find count = 21
Enzokuhle Smith | operation insert count 11 | operation find count = 19
Noah Ngobeni | operation insert count 11 | operation find count = 21
Katleho Buthelezi | operation insert count 11 | operation find count = 23
Leah Davids | operation insert count 12 | operation find count = 21
Bokamoso Smith | operation insert count 10 | operation find count = 19
Elijah Ndlovu | operation insert count 11 | operation find count = 19
Lethabo Moloi | operation insert count 13 | operation find count = 23
Bayanda Visagie | operation insert count 12 | operation find count = 19
Amahle Mosia | operation insert count 9 | operation find count = 19
Rorisang Nkuna | operation insert count 11 | operation find count = 15
Amogelang Ngwenya | operation insert count 12 | operation find count = 23
Lisakhanya Mokoena | operation insert count 10 | operation find count = 21
Othalive Buthelezi | operation insert count 11 | operation find count = 21
Letlotlo Motaung | operation insert count 11 | operation find count = 23
Thandolwethu Nkuna | operation insert count 12 | operation find count = 17
Kamogelo Mofokeng | operation insert count 11 | operation find count = 23
Bokamoso Buthelezi | operation insert count 11 | operation find count = 23
Oratile Louw | operation insert count 11 | operation find count = 21
Asemahle Dlamini | operation insert count 12 | operation find count = 19
Kamogelo Klaas | operation insert count 12 | operation find count = 21
Emihle Radebe | operation insert count 12 | operation find count = 19
Lingomso Cloete | operation insert count 9 | operation find count = 13
Hlelokuhle Jacobs | operation insert count 11 | operation find count = 23
Bokamoso Mathebula | operation insert count 10 | operation find count = 21
Rethabile Petersen | operation insert count 11 | operation find count = 15
Leah Davids | operation insert count 12 | operation find count = 21
Oratilwe Moloi | operation insert count 11 | operation find count = 25
Angel Gumede | operation insert count 6 | operation find count = 21
Khayone Beukes | operation insert count 10 | operation find count = 19
Omphile Buthelezi | operation insert count 9 | operation find count = 19
Luphawu Motaung | operation insert count 10 | operation find count = 23
Thandolwethu Mahlangu | operation insert count 11 | operation find count = 23
Sphesihle Petersen | operation insert count 11 | operation find count = 17
Omphile Peter | operation insert count 11 | operation find count = 19
Angel Maluleke | operation insert count 10 | operation find count = 19
Oratilwe Moloi | operation insert count 12 | operation find count = 23
Reatlegile Maluleke | operation insert count 11 | operation find count = 21
Mia Van | operation insert count 8 | operation find count = 15
Lesedi Abrahams | operation insert count 10 | operation find count = 23
Amohelang Adams | operation insert count 10 | operation find count = 17
Mia Dyantyi | operation insert count 11 | operation find count = 23
Rethabile Maseko | operation insert count 11 | operation find count = 21
Karabo Modise | operation insert count 10 | operation find count = 21
Okuhle Hendricks | operation insert count 8 | operation find count = 17
Ava Nkosi | operation insert count 11 | operation find count = 17
Leano Mahlangu | operation insert count 12 | operation find count = 19
Jayden Witbooi | operation insert count 10 | operation find count = 19
Othalive Hendricks | operation insert count 12 | operation find count = 25
Amogelang Madikizela | operation insert count 10 | operation find count = 17
Thato Mahlangu | operation insert count 11 | operation find count = 21
Reneilwe Booysen | operation insert count 12 | operation find count = 17
Lubanzi Nhlapo | operation insert count 11 | operation find count = 21
Thato Madikizela | operation insert count 10 | operation find count = 19
Omolemo Nkosi | operation insert count 11 | operation find count = 23
Remofilwe Ndlovu | operation insert count 11 | operation find count = 21
Ava Radebe | operation insert count 12 | operation find count = 21
Amahle Mosia | operation insert count 10 | operation find count = 21
Amahle Davids | operation insert count 11 | operation find count = 19
Lethokuhle Ndlovu | operation insert count 11 | operation find count = 23
Esihle Ngcobo | operation insert count 11 | operation find count = 23
Siphosethu Nkuna | operation insert count 12 | operation find count = 19
Asemahle Smith | operation insert count 11 | operation find count = 21
Warona Ndou | operation insert count 11 | operation find count = 23
Angel Ndlovu | operation insert count 10 | operation find count = 21
Alunamda Motloung | operation insert count 11 | operation find count = 23
Karabo Shabangu | operation insert count 9 | operation find count = 15
Katlego Mkhize | operation insert count 10 | operation find count = 17
Bayanda Visagie | operation insert count 12 | operation find count = 19
Nkosenhle Nkuna | operation insert count 12 | operation find count = 23
Amogelang Mofokeng | operation insert count 11 | operation find count = 23
Okuhle Sithole | operation insert count 7 | operation find count = 21
Amahle Van | operation insert count 11 | operation find count = 19
Reneilwe Smith | operation insert count 11 | operation find count = 17
Reatlegile Mosia | operation insert count 10 | operation find count = 21
Elijah Mthembu | operation insert count 10 | operation find count = 21
Karabo Olyn | operation insert count 10 | operation find count = 19
Rorisang Petersen | operation insert count 12 | operation find count = 17
Angel Louw | operation insert count 12 | operation find count = 23
Kungawo Cloete | operation insert count 11 | operation find count = 21
Caleb Maluleke | operation insert count 9 | operation find count = 17
Amogelang Visagie | operation insert count 12 | operation find count = 21
Banele Radebe | operation insert count 12 | operation find count = 17
Luthando Booysen | operation insert count 8 | operation find count = 13
Lesedi Ngwenya | operation insert count 11 | operation find count = 23
Amahle Dyantyi | operation insert count 11 | operation find count = 21
Amohelang Peter | operation insert count 10 | operation find count = 17
Karabo Madikizela | operation insert count 11 | operation find count = 19
Rorisang Gumede | operation insert count 12 | operation find count = 23
Warona Petersen | operation insert count 12 | operation find count = 15
Karabo Mahlangu | operation insert count 11 | operation find count = 23
Banele Van | operation insert count 11 | operation find count = 23
Lubanzi Mohlala | operation insert count 11 | operation find count = 17
Iminathi Adams | operation insert count 8 | operation find count = 15
Blessing Mogale | operation insert count 11 | operation find count = 23
Angel Moloi | operation insert count 11 | operation find count = 25
Bokamoso Davids | operation insert count 12 | operation find count = 21
Warona Tshabalala | operation insert count 11 | operation find count = 23
Bokamoso Modise | operation insert count 11 | operation find count = 19
Othalive Ngobeni | operation insert count 11 | operation find count = 21
Elijah Moeng | operation insert count 11 | operation find count = 23
Faith Buthelezi | operation insert count 11 | operation find count = 25
Blessing Mofokeng | operation insert count 12 | operation find count = 25
Lebogang Moloi | operation insert count 11 | operation find count = 23
Katlego Van | operation insert count 12 | operation find count = 19
Reneilwe Mudau | operation insert count 11 | operation find count = 17
Junior Witbooi | operation insert count 10 | operation find count = 21
Bokamoso Nkosi | operation insert count 11 | operation find count = 19
Thandolwethu Louw | operation insert count 12 | operation find count = 17
Amahle Van | operation insert count 11 | operation find count = 19
Noah Mudau | operation insert count 11 | operation find count = 13
Lwandle Khoza | operation insert count 13 | operation find count = 23
Kungawo Chauke | operation insert count 11 | operation find count = 23
Reatlegile Radebe | operation insert count 12 | operation find count = 15
Kamogelo Nkuna | operation insert count 8 | operation find count = 15
Melokuhle Dlamini | operation insert count 11 | operation find count = 19
Olothando Ngcobo | operation insert count 11 | operation find count = 21
Iminathi Tsotetsi | operation insert count 11 | operation find count = 21
Ayabonga Williams | operation insert count 11 | operation find count = 19
Leah Petersen | operation insert count 12 | operation find count = 19
Phenyo Maluleke | operation insert count 11 | operation find count = 19
Alunamda Molefe | operation insert count 9 | operation find count = 15
Likuwe Petersen | operation insert count 11 | operation find count = 15
Lethabo Mokoena | operation insert count 10 | operation find count = 21
Lesedi Beukes | operation insert count 7 | operation find count = 13
Kamohelo Jack | operation insert count 11 | operation find count = 19
Othalive Hendricks | operation insert count 11 | operation find count = 21
Lwandle Mosia | operation insert count 10 | operation find count = 21
Luthando Mogale | operation insert count 11 | operation find count = 19
Reatlegile Ngcobo | operation insert count 8 | operation find count = 17
Leah Buthelezi | operation insert count 11 | operation find count = 21
Reatlegile Hendricks | operation insert count 11 | operation find count = 21
Emihle Booysen | operation insert count 12 | operation find count = 23
Omaatla Motloung | operation insert count 10 | operation find count = 23
Siphosethu Louw | operation insert count 11 | operation find count = 21
Luphawu Mkhize | operation insert count 8 | operation find count = 11
Omaatla Williams | operation insert count 10 | operation find count = 19
Lebogang Petersen | operation insert count 11 | operation find count = 17
Katlego Buthelezi | operation insert count 11 | operation find count = 19
Ava Maseko | operation insert count 8 | operation find count = 23
Naledi Khoza | operation insert count 12 | operation find count = 23
Lethabo Visagie | operation insert count 11 | operation find count = 21
Kungawo Moeng | operation insert count 10 | operation find count = 23
Bayanda Gumede | operation insert count 11 | operation find count = 23
Thato Olyn | operation insert count 11 | operation find count = 21
Amahle Maseko | operation insert count 10 | operation find count = 19
Phenyo Shabangu | operation insert count 9 | operation find count = 19
Luke Mahlangu | operation insert count 11 | operation find count = 21
Junior Hendricks | operation insert count 12 | operation find count = 23
Reatlegile Baloyi | operation insert count 12 | operation find count = 23
Amohelang Ngobeni | operation insert count 12 | operation find count = 25
Tshegofatso Ndlovu | operation insert count 12 | operation find count = 23
Amogelang Mthembu | operation insert count 10 | operation find count = 19
Mia Mofokeng | operation insert count 10 | operation find count = 21
Philasande Booysen | operation insert count 11 | operation find count = 21
Alunamda Van | operation insert count 12 | operation find count = 21
Alunamda Mogale | operation insert count 11 | operation find count = 23
Enzokuhle Nhlapo | operation insert count 10 | operation find count = 19
Bokang Davids | operation insert count 11 | operation find count = 21
Oratilwe Adams | operation insert count 10 | operation find count = 21
Lubanzi Mahlangu | operation insert count 12 | operation find count = 19
Katlego Buthelezi | operation insert count 12 | operation find count = 25
Ofentse Ngobeni | operation insert count 12 | operation find count = 23
Luke Buthelezi | operation insert count 11 | operation find count = 25
Blessing Visagie | operation insert count 11 | operation find count = 23
Remofilwe Moloi | operation insert count 11 | operation find count = 25
Oratilwe Buthelezi | operation insert count 12 | operation find count = 17
Ofentse Ngcobo | operation insert count 12 | operation find count = 23
Reneilwe Booysen | operation insert count 12 | operation find count = 17
Nkosenhle Petersen | operation insert count 11 | operation find count = 19
Okuhle Nkosi | operation insert count 11 | operation find count = 21
Leano Gumede | operation insert count 11 | operation find count = 23
Remofilwe Motloung | operation insert count 10 | operation find count = 21
Amohelang Mudau | operation insert count 11 | operation find count = 23
Melokuhle Ndou | operation insert count 11 | operation find count = 25
Kamohelo Moloi | operation insert count 11 | operation find count = 23
Oratilwe Buthelezi | operation insert count 12 | operation find count = 17
Ava Nkosi | operation insert count 11 | operation find count = 17
Iminathi Klaas | operation insert count 12 | operation find count = 21
Luke Hendricks | operation insert count 12 | operation find count = 21
Sphesihle Mudau | operation insert count 12 | operation find count = 21
Thato Tshabalala | operation insert count 11 | operation find count = 21
Emihle Booysen | operation insert count 11 | operation find count = 23
Lisakhanya Motloung | operation insert count 10 | operation find count = 23
Esihle Moeng | operation insert count 10 | operation find count = 23
Joshua Mudau | operation insert count 11 | operation find count = 23
Relebohile Booi | operation insert count 11 | operation find count = 21
Tshegofatso Baloyi | operation insert count 11 | operation find count = 19
Esihle Smith | operation insert count 10 | operation find count = 19
Lingomso Modise | operation insert count 10 | operation find count = 19
Lethabo Mogale | operation insert count 11 | operation find count = 23
Sphesihle Malatji | operation insert count 11 | operation find count = 23
Katlego Mathebula | operation insert count 10 | operation find count = 19
Rorisang Mnisi | operation insert count 9 | operation find count = 21
Naledi Shabangu | operation insert count 6 | operation find count = 15
Lingomso Maseko | operation insert count 11 | operation find count = 23
Reatlegile Chauke | operation insert count 12 | operation find count = 23
Warona Tshabalala | operation insert count 12 | operation find count = 19
Esihle Nkuna | operation insert count 11 | operation find count = 23
Ofentse Nkosi | operation insert count 12 | operation find count = 23
Lebogang Baloyi | operation insert count 10 | operation find count = 21
Isabella Mosia | operation insert count 11 | operation find count = 21
Iminathi Mnisi | operation insert count 10 | operation find count = 19
Onthatile Maluleke | operation insert count 10 | operation find count = 23
Kamohelo Jack | operation insert count 11 | operation find count = 23
Katlego Van | operation insert count 12 | operation find count = 21
Noah Dyantyi | operation insert count 8 | operation find count = 19
Lethabo Petersen | operation insert count 12 | operation find count = 19
Emihle Khoza | operation insert count 11 | operation find count = 23
Tshegofatso Olyn | operation insert count 11 | operation find count = 19
Naledi Tsotetsi | operation insert count 10 | operation find count = 19
Rethabile Booi | operation insert count 11 | operation find count = 23
Alunamda Shabangu | operation insert count 13 | operation find count = 19
Katlego Ngwenya | operation insert count 12 | operation find count = 23
Lisakhanya Mogale | operation insert count 11 | operation find count = 21
Isabella Louw | operation insert count 5 | operation find count = 21
Bokamoso Ndou | operation insert count 11 | operation find count = 19
Lwandle Khoza | operation insert count 13 | operation find count = 23
Esihle Moeng | operation insert count 11 | operation find count = 17
Olerato Gumede | operation insert count 12 | operation find count = 19
Reneilwe Mudau | operation insert count 11 | operation find count = 17
Enzokuhle Ngwenya | operation insert count 9 | operation find count = 19
Iminathi Adams | operation insert count 10 | operation find count = 19
Phenyo Jack | operation insert count 12 | operation find count = 23
Junior Mnisi | operation insert count 11 | operation find count = 19
Relebohile Mudau | operation insert count 11 | operation find count = 21
Omaatla Ngwenya | operation insert count 11 | operation find count = 21
Onthatile Davids | operation insert count 11 | operation find count = 21
Reneilwe Booysen | operation insert count 12 | operation find count = 17
Lubanzi Davids | operation insert count 11 | operation find count = 17
Lwandle Khoza | operation insert count 13 | operation find count = 23
Onthatile Motaung | operation insert count 11 | operation find count = 25
Kamogelo Booysen | operation insert count 10 | operation find count = 21
Siphesihle Nkosi | operation insert count 11 | operation find count = 21
Junior Booi | operation insert count 7 | operation find count = 19
Remofilwe Moloi | operation insert count 11 | operation find count = 23
Lethokuhle Ndlovu | operation insert count 12 | operation find count = 21
Katlego Mohlala | operation insert count 12 | operation find count = 19
Thandolwethu Adams | operation insert count 12 | operation find count = 19
Rorisang Witbooi | operation insert count 11 | operation find count = 21
Alwande Mathebula | operation insert count 10 | operation find count = 21
Relebohile Gumede | operation insert count 12 | operation find count = 21
Lethabo Mnisi | operation insert count 10 | operation find count = 21
Bonolo Mathebula | operation insert count 10 | operation find count = 23
Omphile Nkosi | operation insert count 11 | operation find count = 17
Okuhle Nkosi | operation insert count 9 | operation find count = 19
Elijah Ndlovu | operation insert count 11 | operation find count = 19
Kamohelo Moloi | operation insert count 11 | operation find count = 23
Karabo Abrahams | operation insert count 11 | operation find count = 23
Omphile Olyn | operation insert count 10 | operation find count = 19
Kamogelo Ndlovu | operation insert count 11 | operation find count = 21
Reneilwe Smith | operation insert count 11 | operation find count = 17
Rethabile Mogale | operation insert count 11 | operation find count = 23
Okuhle Williams | operation insert count 11 | operation find count = 21
Angel Baloyi | operation insert count 12 | operation find count = 19
Amogelang Ngwenya | operation insert count 12 | operation find count = 23
Kamohelo Witbooi | operation insert count 11 | operation find count = 19
Leano Peter | operation insert count 11 | operation find count = 21
Warona Sithole | operation insert count 12 | operation find count = 23
Siphesihle Buthelezi | operation insert count 12 | operation find count = 19
Kamohelo Malatji | operation insert count 10 | operation find count = 21
Lingomso Madikizela | operation insert count 11 | operation find count = 21
Joshua Maseko | operation insert count 10 | operation find count = 25
Sphesihle Shabangu | operation insert count 10 | operation find count = 21
Melokuhle Madikizela | operation insert count 11 | operation find count = 21
Luke Mosia | operation insert count 11 | operation find count = 23
Kamogelo Nhlapo | operation insert count 9 | operation find count = 19
Aphelele Baloyi | operation insert count 10 | operation find count = 21
Kamohelo Buthelezi | operation insert count 12 | operation find count = 25
Asemahle Nkosi | operation insert count 10 | operation find count = 19
Lubanzi Smith | operation insert count 11 | operation find count = 23
Ofentse Van | operation insert count 11 | operation find count = 23
Luke Mathebula | operation insert count 11 | operation find count = 19
Caleb Ndou | operation insert count 4 | operation find count = 15
Ofentse Radebe | operation insert count 7 | operation find count = 9
Kamogelo Nkuna | operation insert count 11 | operation find count = 21
Omaatla Witbooi | operation insert count 10 | operation find count = 21
Omaatla Mnisi | operation insert count 10 | operation find count = 19
Kamogelo Mnisi | operation insert count 11 | operation find count = 21
Onthatile Mokoena | operation insert count 10 | operation find count = 19
Kamogelo Booi | operation insert count 12 | operation find count = 21
Omphile Hendricks | operation insert count 13 | operation find count = 23
Lethokuhle Nkosi | operation insert count 12 | operation find count = 21
Amahle Klaas | operation insert count 11 | operation find count = 21
Luthando Modise | operation insert count 11 | operation find count = 17
Naledi Shabangu | operation insert count 6 | operation find count = 15
Bokamoso Witbooi | operation insert count 11 | operation find count = 17
Kungawo Maluleke | operation insert count 11 | operation find count = 19
Bonolo Davids | operation insert count 12 | operation find count = 19
Ofentse Khoza | operation insert count 11 | operation find count = 21
Amogelang Peter | operation insert count 11 | operation find count = 21
Omaatla Baloyi | operation insert count 11 | operation find count = 21
Onthatile Sithole | operation insert count 11 | operation find count = 21
Warona Van | operation insert count 9 | operation find count = 19
Bokamoso Smith | operation insert count 11 | operation find count = 19
Angel Petersen | operation insert count 11 | operation find count = 19
Lethabo Nkuna | operation insert count 11 | operation find count = 21
Reatlegile Maluleke | operation insert count 10 | operation find count = 15
Joshua Khumalo | operation insert count 12 | operation find count = 21
Leano Shabangu | operation insert count 13 | operation find count = 17
Mpho Motloung | operation insert count 10 | operation find count = 21
Bokamoso Klaas | operation insert count 12 | operation find count = 13
Hlelokuhle Mkhize | operation insert count 10 | operation find count = 21
Jayden Klaas | operation insert count 12 | operation find count = 23
Olothando Beukes | operation insert count 11 | operation find count = 23
Angel Peter | operation insert count 11 | operation find count = 19
Lebogang Tsotetsi | operation insert count 10 | operation find count = 23
Nkosenhle Tsotetsi | operation insert count 12 | operation find count = 21
Kungawo Tsotetsi | operation insert count 11 | operation find count = 23
Amahle Khoza | operation insert count 12 | operation find count = 23
Thandolwethu Dyantyi | operation insert count 10 | operation find count = 21
Aphelele Klaas | operation insert count 12 | operation find count = 17
Junior Nkuna | operation insert count 12 | operation find count = 19
Asemahle Witbooi | operation insert count 11 | operation find count = 19
Kamogelo Baloyi | operation insert count 11 | operation find count = 23
Reatlegile Modise | operation insert count 10 | operation find count = 21
Luphawu Jacobs | operation insert count 13 | operation find count = 21
Mia Khumalo | operation insert count 7 | operation find count = 23
Omphile Nkosi | operation insert count 11 | operation find count = 17
Melokuhle Witbooi | operation insert count 11 | operation find count = 19
Bokamoso Witbooi | operation insert count 11 | operation find count = 17
Siphesihle Visagie | operation insert count 11 | operation find count = 21
Liam Witbooi | operation insert count 7 | operation find count = 13
Ofentse Mudau | operation insert count 12 | operation find count = 17
Ofentse Mnisi | operation insert count 11 | operation find count = 21
Luke Witbooi | operation insert count 11 | operation find count = 23
Tshegofatso Madikizela | operation insert count 11 | operation find count = 23
Nkosenhle Smith | operation insert count 9 | operation find count = 21
Emihle Nkosi | operation insert count 9 | operation find count = 15
Alunamda Dlamini | operation insert count 12 | operation find count = 21
Aphelele Mathebula | operation insert count 10 | operation find count = 23
Enzokuhle Mofokeng | operation insert count 11 | operation find count = 21
Ofentse Mudau | operation insert count 12 | operation find count = 17
Lwandle Mofokeng | operation insert count 12 | operation find count = 23
Aphelele Khumalo | operation insert count 12 | operation find count = 23
Reatlegile Khoza | operation insert count 10 | operation find count = 21
Karabo Booi | operation insert count 13 | operation find count = 15
Lubanzi Mathebula | operation insert count 11 | operation find count = 23
Oratilwe Buthelezi | operation insert count 12 | operation find count = 17
Siphesihle Buthelezi | operation insert count 12 | operation find count = 21
Kamohelo Nkuna | operation insert count 12 | operation find count = 23
Karabo Peter | operation insert count 11 | operation find count = 19
Oratile Cloete | operation insert count 11 | operation find count = 21
Ayabonga Mokoena | operation insert count 10 | operation find count = 17
Luke Motaung | operation insert count 11 | operation find count = 25
Melokuhle Ndlovu | operation insert count 10 | operation find count = 21
Ofentse Mnisi | operation insert count 11 | operation find count = 21
Lingomso Jacobs | operation insert count 11 | operation find count = 23
Ava Hendricks | operation insert count 11 | operation find count = 23
Amogelang Mahlangu | operation insert count 11 | operation find count = 21
Sphesihle Mudau | operation insert count 12 | operation find count = 21
Elijah Mathebula | operation insert count 11 | operation find count = 23
Remofilwe Petersen | operation insert count 12 | operation find count = 21
Phenyo Davids | operation insert count 11 | operation find count = 21
Noah Tsotetsi | operation insert count 8 | operation find count = 19
Angel Petersen | operation insert count 11 | operation find count = 19
Philasande Moloi | operation insert count 11 | operation find count = 23
Letlotlo Booi | operation insert count 13 | operation find count = 19
